packet_id,all_evidence_from_inner_training,at,candidates,condition,excerpts,inner_fold,input_sha256,packet_sha256,prompt_chars,query,response_sha256,summary
inner_004_query_002_random,True,2026-09-22T15:27:35.527295+00:00,2,random,18,4,dfe5961cbb195cbdd3cd7d7354b8be8950a7422cee196fdf760d9dad64dca5df,946ce36a889488b522799e3f373b42e8ffad69ddcf168396df12575fb131cbf6,37801,2,ba1c602dacc12d54467732ff782b5697697b584863c69e3577de8484637b5cfa,The evidence identifies functional performance status (ECOG PS) and the Neutrophil-to-Lymphocyte Ratio (NLR) as measurable baseline clinical variables associated with patients with non-small cell lung cancer prior to systemic therapy.
inner_004_query_002_targeted,True,2026-09-22T15:29:34.073507+00:00,2,targeted,19,4,59ac1121c093027c1b00e9300140bbc9cf9d5287ef4708b409a1cded144acb21,2f79cbe3d6eca5fc187e32de8ccf6e0a56a66beb3e862befccd3fe3cf4d3091c,40006,2,bdb74dfd3d1a47f65daf9af87133ed846199d49cc90d85e52de6b29a3f7c6a02,The provided evidence identifies baseline renal function and functional performance status as key clinical variables associated with the selection and suitability of systemic therapies in patients with advanced NSCLC.
inner_004_query_003_original,True,2026-09-22T15:26:40.842687+00:00,2,original,24,4,edf85dc4265404af7f950da0d675a6218dc0032c5d3dc323c6c4c2bb2a8fe77a,d296388c6c36f498bfc2b1320dc2fcf81536c239d8f9a8ea40f4945a2d843f75,51378,3,f46b61d7ce78e3f91bb7bab82e14abc1dabb59e1c5a64a17a0fd138db0d11797,The evidence identifies specific molecular genomic alterations (STK11 loss and KRAS G12C mutations) as baseline clinical variables used to determine eligibility for targeted therapies and to predict response to immunotherapy in patients with non-small cell lung cancer (NSCLC).
inner_004_query_003_random,True,2026-09-22T15:27:31.134331+00:00,2,random,14,4,07d3dd10c142122143c7596982d31b4425e7693af67c7670bf3a57147230c743,1c9979827c1b411e36411b2d356af01843cd2e92a697bbc96e617ef94f911fa7,27341,3,8e101ed9f001faf9fafab3d1bccd690e31018ed1d801f97f7d0d0771d1ec20e5,The provided evidence identifies measurable baseline clinical variables including renal function (serum creatinine) and smoking history (pack-years) across multiple patients with squamous non-small cell lung cancer.
inner_004_query_003_targeted,True,2026-09-22T15:30:20.634296+00:00,2,targeted,22,4,6f1cc416e8cb371ae5e58980ce3079c5960a99572ba78b7fcf193259e737b64c,8865de03ae2f52d985f1bb2e587d14688cb157d66069828527dab41962878614,46580,3,b224f7afebb75dec5e49e4608d2a4a473c0aabba6fe198ee0ec0b3cf161fa97a,The provided evidence identifies renal function (via creatinine clearance) and functional status (via ECOG performance status) as key baseline clinical variables that influence the selection and dosing of systemic therapies in patients with non-small cell lung cancer (NSCLC).
inner_004_query_004_original,True,2026-09-22T15:28:49.333668+00:00,2,original,18,4,1a2b6ee0da738bdd597ad2a55f6417230667e405d722c6c1953859204db6c4ea,8a9abb2e49f287711e9a147f6770c1b71fd03c267063d824026f66b210042b06,23991,4,f00e8428e3bfe88388e39419787b9ba297bf5fc178460145f03e10ea1b56952a,"The evidence provides baseline clinical and molecular characteristics for a patient with metastatic non-small cell lung cancer, specifically highlighting a known EGFR mutation and pre-treatment metabolic activity of the primary lung tumor."
inner_004_query_004_random,True,2026-09-22T15:33:27.408019+00:00,2,random,13,4,5d43e669dfee404f22f043ae3516f740624d2d0695a801f74fddd46bbd2fd782,0bf688dd9738972c1de10cdb6143be5c3c1d398208612290b8c01b5c184233e0,19952,4,adf9ea1f7844b98cb9e13ac852c6a2988963880266237f57b3b69a429d0e1eb4,"The provided evidence identifies baseline clinical and molecular markers in patients with non-small cell lung cancer (NSCLC), specifically functional performance status (ECOG) and biomarker expression (PD-L1 Tumor Proportion Score), which are commonly associated with treatment selection and outcomes."
inner_004_query_004_targeted,True,2026-09-22T15:30:33.100545+00:00,2,targeted,15,4,99dcea0c142944f92490617809b0f2cb8c6aa51ff7875801669ed1420c4081aa,5a4cd5de9a48a8f5588aaf489b6d9b3bfdbc74cb23099a447f4c0da0ee9a4084,26808,4,d4c2e14b5e02477260253a2abfeeaa0fdebb1cb2234982aab0ab78a6a6e3051b,"The evidence identifies baseline clinical distinctions in performance status and systemic inflammatory markers (NLR) across patients with Stage IV non-small cell lung cancer (NSCLC), highlighting variation in functional capacity and hematologic profiles."
inner_005_query_000_original,True,2026-09-22T15:39:55.929605+00:00,2,original,24,5,d3ef0d5b6bd389ed837d230673e9fd59af896e021d34fc8a13c0470211621506,1a844c7b959debefa7ee55d1ea9ef00c650204558cefafdde065e5c824c5eb31,50808,0,55c4cb81f55fc039c0542aa33770be5a2968315e37717433fb3a7d9ccc25f7ad,"The evidence supports the identification of baseline clinical variables for patients with stage IV squamous non-small cell lung cancer (NSCLC) and brain metastases, specifically functional performance status (ECOG) and PD-L1 expression levels."
inner_005_query_000_random,True,2026-09-22T15:34:34.341707+00:00,2,random,14,5,bce99644d62caef349463b2c7050222e5602af7d4010b2af2156aacbefbff4af,66566bc8f6ee0e79b74d177d8dc17f65b182504eb4f02b60256e04d3344e8601,27301,0,ae5f15c7fa9269e3d98fe3a0c0968593fdf339711822dbe30b88fce924e7540d,"The evidence contains baseline clinical and pathological data for patients with non-small cell lung cancer (NSCLC), including functional performance status and PD-L1 expression levels."
inner_005_query_000_targeted,True,2026-09-22T15:33:28.693266+00:00,2,targeted,20,5,15aa1bd228550b499a86648aa51b70f4af8ff335dc13e92bd27dee5f3ae37a6b,6d27d0f2e249a9755988c7676f2f227ff1c8e1b9640413e6e6fb34b1fcd20972,42231,0,f0fdfdbb0addae065ea1846ced32fc3db576d2b8ffac41da7c974ba925d4aea7,The evidence identifies baseline genomic alterations (specifically CDKN2A loss) and functional status (ECOG Performance Status) as distinct clinical variables associated with patients presenting with stage IV non-small cell lung cancer and brain metastases.
inner_005_query_001_original,True,2026-09-22T15:34:06.147006+00:00,2,original,24,5,a8ff5f3f32bd6d360ba410fafcf72fe04f5d0701568458f0db2d4a33788b4c56,6b15c6c63aadb7026abf2307b17348e273871a45a57f6c77f0cb84e682bd27ca,51500,1,e5392af568092a39264c4ce75eb20197f85c0bb485d7a976a0d7f61348a0969a,"The evidence consists of oncology imaging reports (CT, PET/CT, MRI) for patients with non-small cell lung adenocarcinoma. Common baseline clinical variables include the size and metabolic activity of pulmonary lesions, and the presence of distant metastases in the liver, bones, or lymph nodes."
inner_005_query_001_random,True,2026-09-22T15:35:40.394723+00:00,2,random,14,5,c5d25680d78b602efc4274ed13d7a7f818be99db9923381a61d838abf9a5c191,339200f01d2f9aac8b0ac9e9352b0d8e1c95c90cb07a5a690fa2753ead9ad7ba,26955,1,3532844cc20276341b9a6a59b7abeaf9951100ce6dc6d0f7d7e219e449de9e4b,"The retrieval evidence identifies baseline clinical and genomic variables in patients with non-small cell lung cancer (NSCLC), including tumor mutational burden (TMB), performance status (ECOG), and specific genetic mutations (e.g., KRAS G12C, STK11 loss). TMB is specifically highlighted as an indicator of the potential benefit from PD-1/PD-L1 checkpoint blockade."
inner_005_query_001_targeted,True,2026-09-22T15:35:37.594678+00:00,2,targeted,17,5,13d6801276339cb061bf9b94966da0b14de5320181fddc7cf3777ec764dcb008,50ca84f41020a1edc445d68ba5039050d2e025bfa04be5bace107cbf8596d01d,36566,1,d8d4c007c744109c4481a30521246103b2c6ca850a1f0c0d11f28c6b65b1178d,"The provided clinical excerpts describe baseline characteristics of patients with non-small cell lung cancer (NSCLC), specifically detailing the metabolic activity of the primary pulmonary tumor as measured by SUVmax on PET/CT and the presence or absence of intracranial metastases as identified by brain MRI."
inner_005_query_002_original,True,2026-09-22T15:38:51.750771+00:00,2,original,24,5,c13a7c15a400b3641e3e46a43525edb770dfba877f1c0bd47dd23e3c12e2e1d1,f14cb9b4e97b0f4c8938d6c05356688688857cb779aa7fe11e5a917aff0d0f79,52334,2,8300119d103c6b47699fd1d0826d522db074dc8ad65c766e7d3b580d12e244de,The evidence supports the use of PD-L1 Tumor Proportion Score (TPS) and KRAS G12C mutation status as measurable baseline clinical variables in patients with lung adenocarcinoma.
inner_005_query_002_random,True,2026-09-22T15:37:34.531697+00:00,2,random,13,5,000ecbc5776a5e12549c5ae0ce19f24f6c2a5e61cc2afd58ab5c6a1b13abfb03,b29b427d5e92c502674e0e81efdb11ce8ef1aabf90cca80515c59929636594b5,24586,2,2e8ffafbb1ab580dd74957bac59510ad9973d0a13c218b4d466dea43959fd50a,"The evidence identifies baseline clinical and molecular characteristics of non-small cell lung carcinoma (NSCLC) patients, specifically focusing on histological subtypes (adenocarcinoma, large-cell carcinoma), molecular drivers (EGFR mutations), and immune markers (PD-L1 expression)."
inner_005_query_002_targeted,True,2026-09-22T15:37:03.258547+00:00,2,targeted,18,5,653993a91fbeee8a9d4ee61fdc856827ada297e110e81096816040b9f1ae3aa8,6e7b5c36f83ea7a175e5d6e6f39b83576ebabb7e8bde1ad72881193dc9e63c75,39026,2,48118eb774b178c620b90880826fe32347052300f4e44ab7ac7e3ba6ef243c7f,"The provided evidence describes patients with squamous cell carcinoma of the lung, with documented variability in immunohistochemical markers such as PD-L1 expression and Ki-67 proliferation index, as well as differences in ECOG performance status and tumor staging."
inner_005_query_003_original,True,2026-09-22T15:38:39.147930+00:00,2,original,24,5,0f30826eb2e179c16142c5c5487135c0029278b069ffe21adada0aae4fbce4ea,de6fe7db44402ad120dfac16ae19cf89b2576ecc989e7c61d09decd2fed45ed3,51185,3,4c1cdca0359bdbdafddc368e5d755a0ed0170ec9bc929099516939568137a1fe,"The provided evidence identifies baseline clinical variables in patients with resected stage II/III adenocarcinoma of the lung, specifically focusing on the choice of adjuvant chemotherapy regimen and functional status (ECOG PS) during the surveillance period."
inner_005_query_003_random,True,2026-09-22T15:39:02.607393+00:00,2,random,18,5,3dbab2d4fc57e5772c7273f8d35a3a25dc63a72825d66d300f7dd920d91d51d8,edac134f4af5654eccd8bd9836af29eabb02cf7337d54b4b421a7ce025ee5911,39375,3,a3da39e4e67fa6e5028c71aa95c1dfa9e879117607b182395e16ec6ee85c91b1,"The evidence identifies genomic markers, specifically STK11 alterations and EGFR mutation status, as key baseline characteristics that influence therapy selection and the predicted efficacy of immunotherapies in non-small cell lung cancer (NSCLC)."
inner_005_query_003_targeted,True,2026-09-22T15:39:43.033000+00:00,2,targeted,19,5,7caf3cbb108074075b89b273c34ea5575f21009d83bbb72c7128cea2ff3a4691,57d99729a0f6984e6eb4acb2eafed0a6ad8020ba43b915f45509be62a29506a0,41012,3,005fcaaea6f4f746927a21ae1c02b29d8484ecd137996a07ee94cdf24dd12ea9,"The provided evidence supports the identification of baseline patient characteristics in NSCLC, specifically functional status (ECOG) and tobacco exposure history, which are consistently documented across various clinical encounters."
inner_005_query_004_original,True,2026-09-22T15:38:57.247816+00:00,0,original,15,5,8fc6bd732ec3d926dd0fccfed93ed56c1b4928333432ba020f8bb912da01b46a,08fdb4838728fb17d761ee77d9b4bfb8c6106c88436d37951bbd4ff65c0bd378,18063,4,73e26f5829919407166285475ce9bfda015dc448fa1afba040539a2e31c50917,"The provided evidence contains no clinical text, consisting only of empty strings or non-semantic special characters. No measurable baseline clinical variables could be identified."
inner_005_query_004_random,True,2026-09-22T15:40:01.023589+00:00,2,random,14,5,d3c48d660ccfba21dfd405d4a6183709f939a46bb1b2970045f5474d25f5c196,2d93578da3ae57a05a1482736595ae11f78c45c527e9b66d8bac262c15857399,24027,4,5a313ca5be04fa66f31556448947b5d39588ca9ba4002905bd586d51d4aa2798,"The evidence identifies PD-L1 expression (TPS) and STK11 status as baseline molecular characteristics in patients with non-small cell lung carcinoma (NSCLC), with STK11 loss specifically associated with resistance to single-agent checkpoint inhibitors."
inner_005_query_004_targeted,True,2026-09-22T15:40:06.742679+00:00,2,targeted,15,5,90f86277c0aaec2d53ba4c7ba748e1bc0108c279e90f091c5e8c5f5ba440fedb,b3a52114fb855de2d9594655aa214398f7e8b5b0b3b4de85bf5472c8cfd3ea12,28435,4,a045ee4ae927192e4386792177e7c58ea1f2a406d99d3fd022843eb90716e700,The evidence identifies variations in baseline functional status (ECOG) and inflammatory markers (NLR) among patients with stage IV non-small cell lung cancer (NSCLC) presenting with KRAS G12C mutations.
